page,total_page,loc_code,string1,string2,string3,string4,string5,string6
"1", "16071","Lokasi Formasi : 30102461", "KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "Sekretariat Jenderal", "Biro Hukum 10 Jenis Formasi : 1", "UMUM 7"
"2", "16071", "Lokasi Formasi : 30102461", "KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "Sekretariat Jenderal", "Biro Hukum 10 Jenis Formasi : 1", "UMUM 7"
"3", "16071", "Lokasi Formasi : 30102461", "KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "Sekretariat Jenderal", "Biro Hukum 10 Jenis Formasi : 4", "LULUSAN TERBAIK 2"
"4", "16071", "Lokasi Formasi : 30102461", "KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "Sekretariat Jenderal", "Biro Hukum 10 Jenis Formasi : 4", "LULUSAN TERBAIK 2"
"5", "16071", "Lokasi Formasi : 30102461", "KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "Sekretariat Jenderal", "Biro Hukum 10 Jenis Formasi : 9", "PUTRA/PUTRI KALIMANTAN 1"
"6", "16071", "Lokasi Formasi : 30102461", "KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "Sekretariat Jenderal", "Biro Hukum 10 Jenis Formasi : 9", "PUTRA/PUTRI KALIMANTAN 1"
"7", "16071", "30100009", "1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Jember", "Fakultas Pertanian", "Program Studi Sarjana (S1) Ilmu Pertanian Perkebunan", "Fakultas Pertanian"
"8", "16071", "30100009", "1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Jember", "Fakultas Pertanian", "Program Studi Sarjana (S1) Ilmu Pertanian Perkebunan", "Fakultas Pertanian"
"9", "16071", "30100018", "Sains dan Teknologi", "Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi", "Prodi S1 Biologi Fakultas Sains 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Jambi", "Fakultas dan Teknologi"
"10", "16071", "30100018", "Sains dan Teknologi", "Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi", "Prodi S1 Biologi Fakultas Sains 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Jambi", "Fakultas dan Teknologi"
"11", "16071", "30100020", "3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Mulawarman", "Fakultas Ilmu Budaya", "Prodi S1 Sastra Inggris Fakultas Ilmu Budaya"
"12", "16071", "30100020", "3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Mulawarman", "Fakultas Ilmu Budaya", "Prodi S1 Sastra Inggris Fakultas Ilmu Budaya"
"13", "16071", "30100020", "3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Mulawarman", "Fakultas Ilmu Budaya", "Prodi S1 Sastra Inggris Fakultas Ilmu Budaya"
"14", "16071", "30100020", "3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Mulawarman", "Fakultas Ilmu Budaya", "Prodi S1 Sastra Inggris Fakultas Ilmu Budaya"
"15", "16071", "30100043", "3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Mulawarman", "Fakultas Ilmu Sosial dan Ilmu Politik", "Prodi S1 Psikologi Fakultas Ilmu Sosial dan Ilmu Politik"
"16", "16071", "30100043", "3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Mulawarman", "Fakultas Ilmu Sosial dan Ilmu Politik", "Prodi S1 Psikologi Fakultas Ilmu Sosial dan Ilmu Politik"
"17", "16071", "30100048", "2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Riau", "Pascasarjana", "Prodi S2 Perencanaan Wilayah dan Perdesaan Pascasarjana"
"18", "16071", "30100048", "2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Riau", "Pascasarjana", "Prodi S2 Perencanaan Wilayah dan Perdesaan Pascasarjana"
"19", "16071", "30100051", "5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Negeri Makassar", "Program Pascasarjana", "Program Studi S2 Pendidikan Biologi Program Pascasarjana"
"20", "16071", "30100051", "5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI", "PERGURUAN TINGGI NEGERI", "Universitas Negeri Makassar", "Program Pascasarjana", "Program Studi S2 Pendidikan Biologi Program Pascasarjana"
